id,shift_id,employee_id,approval_status,approved_at,notes
1664,1664,79,approved,2026-01-13T13:42:56.815Z,Late arrival noted
1665,1665,80,approved,2026-01-12T01:35:37.811Z,Approved by manager
1666,1666,81,approved,2026-01-15T01:21:17.587Z,Approved by manager
1667,1667,82,approved,2026-01-12T11:39:51.526Z,Late arrival noted
1668,1668,83,approved,2026-01-13T08:31:19.303Z,
1669,1669,84,approved,2026-01-13T23:27:30.567Z,Approved by manager
1670,1670,85,approved,2026-01-16T12:04:32.506Z,Excellent performance
1671,1671,86,pending,,
1672,1672,87,approved,2026-01-14T16:05:22.360Z,Standard approval
1673,1673,89,approved,2026-01-14T09:09:46.200Z,Late arrival noted
1674,1674,90,approved,2026-01-16T08:58:26.248Z,
1675,1675,91,approved,2026-01-15T09:03:07.877Z,Approved by manager
1676,1676,92,approved,2026-01-14T05:43:06.668Z,Excellent performance
1677,1677,93,approved,2026-01-13T07:27:59.736Z,
1678,1678,94,approved,2026-01-16T06:52:37.195Z,Late arrival noted
1679,1679,95,pending,,
1680,1680,96,approved,2026-01-12T17:27:13.806Z,
1681,1681,97,approved,2026-01-13T15:43:43.780Z,Excellent performance
1682,1682,98,approved,2026-01-16T18:35:27.203Z,
1683,1683,99,approved,2026-01-16T09:12:23.495Z,Standard approval
1684,1684,100,approved,2026-01-13T15:16:04.246Z,Approved by manager
1685,1685,101,approved,2026-01-16T17:39:55.268Z,Excellent performance
1686,1686,102,approved,2026-01-16T13:34:55.874Z,Approved by manager
1687,1687,103,rejected,2026-01-13T23:43:14.171Z,Did not complete full shift
1688,1688,104,approved,2026-01-12T06:28:55.575Z,
1689,1689,105,pending,,
1690,1690,106,approved,2026-01-15T20:09:12.838Z,
1691,1691,107,pending,,
1692,1692,108,approved,2026-01-15T02:08:55.745Z,Standard approval
1693,1693,7,approved,2026-01-14T02:03:50.713Z,
1694,1694,8,approved,2026-01-16T06:26:23.440Z,Approved by manager
1695,1695,9,approved,2026-01-14T01:51:48.496Z,
1696,1696,10,pending,,
1697,1697,11,approved,2026-01-15T20:15:47.192Z,Standard approval
1698,1698,14,rejected,2026-01-16T00:53:59.940Z,Did not complete full shift
1699,1699,16,approved,2026-01-14T10:20:53.250Z,Standard approval
1700,1700,17,approved,2026-01-12T07:13:45.851Z,
1701,1701,18,approved,2026-01-15T06:19:24.367Z,Excellent performance
1702,1702,20,approved,2026-01-15T10:54:21.051Z,Approved by manager
1703,1703,21,pending,,
1704,1704,22,approved,2026-01-16T18:16:54.805Z,Excellent performance
1705,1705,23,approved,2026-01-12T05:01:41.477Z,Approved by manager
1706,1706,24,approved,2026-01-15T06:09:47.737Z,
1707,1707,25,approved,2026-01-13T23:33:55.943Z,Excellent performance
1708,1708,26,pending,,
1709,1709,27,approved,2026-01-12T13:14:31.789Z,Standard approval
1710,1710,28,approved,2026-01-15T21:14:41.192Z,Excellent performance
1711,1711,29,approved,2026-01-14T06:32:31.535Z,
1712,1712,30,approved,2026-01-11T22:42:17.153Z,Standard approval
1713,1713,31,approved,2026-01-12T18:11:14.653Z,
1714,1714,32,approved,2026-01-13T22:28:16.294Z,Excellent performance
1715,1715,33,approved,2026-01-12T18:47:08.352Z,Excellent performance
1716,1716,34,pending,,
1717,1717,35,approved,2026-01-14T06:19:10.581Z,
1718,1718,36,approved,2026-01-13T03:16:09.412Z,
1719,1719,37,approved,2026-01-15T18:29:49.482Z,Excellent performance
1720,1720,38,approved,2026-01-15T13:00:28.584Z,Excellent performance
1721,1721,39,approved,2026-01-14T18:09:15.301Z,Approved by manager
1722,1722,40,rejected,2026-01-16T16:28:05.097Z,Did not complete full shift
1723,1723,41,rejected,2026-01-16T07:33:53.646Z,Did not complete full shift
1724,1724,42,approved,2026-01-12T02:38:35.310Z,Approved by manager
1725,1725,43,approved,2026-01-12T08:27:32.235Z,
1726,1726,44,approved,2026-01-16T08:12:16.483Z,
1727,1727,45,approved,2026-01-14T09:58:52.692Z,
1728,1728,46,approved,2026-01-13T22:18:32.892Z,Approved by manager
1729,1729,47,approved,2026-01-13T03:55:53.143Z,
1730,1730,48,approved,2026-01-14T19:07:21.657Z,Approved by manager
1731,1731,49,approved,2026-01-15T19:17:09.283Z,Standard approval
1732,1732,50,approved,2026-01-13T07:28:53.693Z,
1733,1733,51,approved,2026-01-14T10:44:39.622Z,Standard approval
1734,1734,52,approved,2026-01-15T23:43:00.599Z,
1735,1735,53,approved,2026-01-15T00:40:53.286Z,Approved by manager
1736,1736,55,approved,2026-01-15T20:03:10.782Z,
1737,1737,56,approved,2026-01-13T17:27:07.980Z,
1738,1738,57,approved,2026-01-12T23:54:07.989Z,Approved by manager
1739,1739,58,approved,2026-01-13T03:07:29.511Z,Approved by manager
1740,1740,59,pending,,
1741,1741,60,approved,2026-01-16T06:12:49.189Z,Late arrival noted
1742,1742,61,pending,,
1743,1743,62,approved,2026-01-12T13:38:19.029Z,
1744,1744,64,approved,2026-01-14T09:45:09.371Z,
1745,1745,65,approved,2026-01-12T15:23:32.174Z,Late arrival noted
1746,1746,66,pending,,
1747,1747,67,approved,2026-01-13T02:40:55.929Z,Late arrival noted
1748,1748,68,pending,,
1749,1749,69,approved,2026-01-15T15:22:38.894Z,Excellent performance
1750,1750,70,approved,2026-01-16T01:10:34.052Z,
1751,1751,71,approved,2026-01-13T09:47:53.320Z,Approved by manager
1752,1752,72,approved,2026-01-12T04:06:11.953Z,Late arrival noted
1753,1753,73,approved,2026-01-14T05:47:48.508Z,Excellent performance
1754,1754,74,approved,2026-01-13T23:04:29.641Z,Excellent performance
1755,1755,75,approved,2026-01-11T23:38:21.085Z,Standard approval
1756,1756,77,approved,2026-01-16T17:26:56.128Z,Excellent performance
1757,1757,78,approved,2026-01-14T16:30:34.674Z,
1758,1758,79,rejected,2026-01-16T09:15:15.068Z,Did not complete full shift
1759,1759,80,approved,2026-01-12T06:03:45.376Z,Late arrival noted
1760,1760,81,approved,2026-01-14T17:11:40.621Z,Late arrival noted
1761,1761,82,rejected,2026-01-14T19:09:09.458Z,Did not complete full shift
1762,1762,83,approved,2026-01-15T14:55:28.706Z,Late arrival noted
1763,1763,84,approved,2026-01-15T21:26:36.264Z,
1764,1764,85,approved,2026-01-16T04:28:02.509Z,Standard approval
1765,1765,86,approved,2026-01-13T22:29:57.786Z,
1766,1766,87,approved,2026-01-14T04:29:58.594Z,Approved by manager
1767,1767,89,pending,,
1768,1768,90,approved,2026-01-14T10:03:53.619Z,Excellent performance
1769,1769,91,approved,2026-01-16T07:22:38.856Z,
1770,1770,92,approved,2026-01-16T13:00:34.913Z,Approved by manager
1771,1771,93,approved,2026-01-16T04:01:20.146Z,Late arrival noted
1772,1772,94,approved,2026-01-14T15:15:39.683Z,Approved by manager
1773,1773,95,approved,2026-01-14T01:30:42.833Z,Approved by manager
1774,1774,96,approved,2026-01-15T03:58:06.693Z,Approved by manager
1775,1775,97,approved,2026-01-14T15:52:53.595Z,Standard approval
1776,1776,98,approved,2026-01-13T17:26:32.049Z,Late arrival noted
1777,1777,99,approved,2026-01-15T03:00:36.860Z,Standard approval
1778,1778,100,rejected,2026-01-14T11:10:10.331Z,Did not complete full shift
1779,1779,101,approved,2026-01-12T20:41:59.086Z,Standard approval
1780,1780,102,approved,2026-01-16T10:24:01.383Z,
1781,1781,103,approved,2026-01-12T04:25:58.273Z,Excellent performance
1782,1782,104,approved,2026-01-13T09:58:07.647Z,Approved by manager
1783,1783,105,approved,2026-01-16T04:13:34.248Z,Excellent performance
1784,1784,106,approved,2026-01-13T00:21:24.197Z,Excellent performance
1785,1785,107,approved,2026-01-11T21:55:35.075Z,
1786,1786,108,approved,2026-01-14T14:58:58.462Z,Approved by manager
1787,1787,7,approved,2026-01-13T20:50:10.157Z,Approved by manager
1788,1788,8,approved,2026-01-16T12:16:22.576Z,Approved by manager
1789,1789,9,rejected,2026-01-15T06:20:44.721Z,Did not complete full shift
1790,1790,10,approved,2026-01-14T16:30:40.660Z,Approved by manager
1791,1791,11,approved,2026-01-16T02:40:59.371Z,Standard approval
1792,1792,14,approved,2026-01-15T14:35:20.788Z,Approved by manager
1793,1793,16,approved,2026-01-11T20:34:12.910Z,
1794,1794,17,approved,2026-01-15T14:48:56.658Z,Late arrival noted
1795,1795,18,approved,2026-01-16T06:36:38.879Z,Standard approval
1796,1796,20,approved,2026-01-12T16:18:08.130Z,
1797,1797,21,rejected,2026-01-14T22:56:20.898Z,Did not complete full shift
1798,1798,22,approved,2026-01-16T01:17:41.742Z,
1799,1799,23,pending,,
1800,1800,24,approved,2026-01-13T05:49:43.717Z,
1801,1801,25,approved,2026-01-16T16:49:30.732Z,Approved by manager
1802,1802,26,approved,2026-01-14T03:51:09.744Z,Standard approval
1803,1803,27,approved,2026-01-12T15:39:32.007Z,Standard approval
1804,1804,28,approved,2026-01-16T00:05:32.072Z,Late arrival noted
1805,1805,29,approved,2026-01-15T03:37:02.645Z,
1806,1806,30,rejected,2026-01-14T15:13:24.659Z,Did not complete full shift
1807,1807,31,approved,2026-01-13T01:21:51.517Z,Approved by manager
1808,1808,32,approved,2026-01-14T22:09:33.649Z,
1809,1809,33,approved,2026-01-14T00:45:15.730Z,
1810,1810,34,approved,2026-01-14T22:27:24.787Z,Approved by manager
1811,1811,35,rejected,2026-01-14T17:52:56.837Z,Did not complete full shift
1812,1812,36,approved,2026-01-16T02:27:04.724Z,
1813,1813,37,approved,2026-01-15T14:45:23.264Z,
1814,1814,38,approved,2026-01-12T03:48:14.766Z,Late arrival noted
1815,1815,39,approved,2026-01-15T05:32:12.770Z,Late arrival noted
1816,1816,40,approved,2026-01-16T10:07:13.517Z,
1817,1817,41,approved,2026-01-15T13:59:04.539Z,
1818,1818,42,approved,2026-01-12T19:33:00.679Z,Approved by manager
1819,1819,43,approved,2026-01-12T09:25:07.885Z,Late arrival noted
1820,1820,44,rejected,2026-01-15T16:27:13.007Z,Did not complete full shift
1821,1821,45,approved,2026-01-16T09:46:31.902Z,
1822,1822,46,approved,2026-01-12T01:32:27.811Z,
1823,1823,47,approved,2026-01-13T05:03:55.080Z,Approved by manager
1824,1824,48,approved,2026-01-13T06:33:07.319Z,
1825,1825,49,approved,2026-01-12T10:15:25.214Z,
1826,1826,50,rejected,2026-01-14T22:53:35.517Z,Did not complete full shift
1827,1827,51,approved,2026-01-12T12:36:59.172Z,Standard approval
1828,1828,52,approved,2026-01-16T10:46:09.348Z,Excellent performance
1829,1829,53,approved,2026-01-14T13:03:17.446Z,Late arrival noted
1830,1830,55,approved,2026-01-12T05:58:15.260Z,Standard approval
1831,1831,56,approved,2026-01-15T22:46:58.842Z,
1832,1832,57,approved,2026-01-15T19:29:54.766Z,Excellent performance
1833,1833,58,approved,2026-01-15T23:52:24.830Z,Standard approval
1834,1834,59,approved,2026-01-14T16:27:30.768Z,
1835,1835,60,approved,2026-01-13T01:53:55.801Z,Standard approval
1836,1836,61,rejected,2026-01-16T14:19:09.456Z,Did not complete full shift
1837,1837,62,approved,2026-01-16T16:04:17.216Z,Approved by manager
1838,1838,64,approved,2026-01-14T03:17:11.342Z,
1839,1839,65,approved,2026-01-14T23:08:15.773Z,Late arrival noted
1840,1840,66,pending,,
1841,1841,67,approved,2026-01-13T15:08:02.868Z,
1842,1842,68,approved,2026-01-13T10:13:55.157Z,
1843,1843,69,approved,2026-01-14T07:16:54.628Z,Approved by manager
1844,1844,70,approved,2026-01-14T01:02:50.602Z,
1845,1845,71,approved,2026-01-15T23:00:56.959Z,
1846,1846,72,approved,2026-01-15T19:40:42.407Z,Late arrival noted
1847,1847,73,approved,2026-01-15T19:48:02.409Z,
1848,1848,74,approved,2026-01-12T23:48:34.860Z,
1849,1849,75,approved,2026-01-11T22:56:16.646Z,Standard approval
1850,1850,77,approved,2026-01-13T14:42:06.946Z,Approved by manager
1851,1851,78,approved,2026-01-13T23:55:35.311Z,
1852,1852,79,approved,2026-01-13T06:30:38.509Z,
1853,1853,80,approved,2026-01-13T15:00:35.164Z,
1854,1854,81,approved,2026-01-12T19:38:59.538Z,Approved by manager
1855,1855,82,approved,2026-01-15T20:20:39.373Z,
1856,1856,83,approved,2026-01-13T01:19:59.244Z,Late arrival noted
1857,1857,84,pending,,
1858,1858,85,approved,2026-01-15T21:13:42.809Z,
1859,1859,86,approved,2026-01-14T19:07:48.565Z,Standard approval
1860,1860,87,pending,,
1861,1861,89,approved,2026-01-16T01:34:19.557Z,
1862,1862,90,approved,2026-01-16T04:49:09.973Z,Approved by manager
1863,1863,91,pending,,
1864,1864,92,approved,2026-01-16T08:18:36.970Z,Excellent performance
1865,1865,93,approved,2026-01-15T11:10:41.430Z,
1866,1866,94,approved,2026-01-13T23:44:51.072Z,
1867,1867,95,approved,2026-01-13T21:46:07.616Z,
1868,1868,96,approved,2026-01-16T02:05:45.729Z,Excellent performance
1869,1869,97,rejected,2026-01-16T00:45:58.264Z,Did not complete full shift
1870,1870,98,approved,2026-01-13T16:37:49.260Z,
1871,1871,99,approved,2026-01-14T14:51:29.154Z,Approved by manager
1872,1872,100,approved,2026-01-15T16:35:44.374Z,Late arrival noted
1873,1873,101,approved,2026-01-12T09:35:20.044Z,
1874,1874,102,approved,2026-01-15T05:30:33.315Z,Excellent performance
1875,1875,103,approved,2026-01-14T10:16:48.138Z,Standard approval
1876,1876,104,approved,2026-01-13T12:41:44.015Z,Excellent performance
1877,1877,105,pending,,
1878,1878,106,approved,2026-01-15T18:29:48.607Z,Approved by manager
1879,1879,107,approved,2026-01-15T18:04:43.313Z,Excellent performance
1880,1880,108,approved,2026-01-12T23:04:18.936Z,
1881,1881,7,approved,2026-01-11T22:16:25.208Z,Approved by manager
1882,1882,8,approved,2026-01-13T03:58:25.321Z,
1883,1883,9,approved,2026-01-12T04:47:08.345Z,Standard approval
1884,1884,10,approved,2026-01-16T16:26:53.490Z,Approved by manager
1885,1885,11,approved,2026-01-12T02:10:20.745Z,Late arrival noted
1886,1886,14,approved,2026-01-14T02:01:39.615Z,
1887,1887,16,approved,2026-01-15T22:30:14.885Z,Approved by manager
1888,1888,17,approved,2026-01-13T12:33:04.973Z,Excellent performance
1889,1889,18,approved,2026-01-12T07:57:10.663Z,
1890,1890,20,approved,2026-01-16T08:05:37.228Z,Excellent performance
1891,1891,21,rejected,2026-01-15T03:56:03.018Z,Did not complete full shift
1892,1892,22,approved,2026-01-12T16:15:29.164Z,
1893,1893,23,approved,2026-01-14T02:42:25.651Z,Excellent performance
1894,1894,24,approved,2026-01-14T05:06:58.334Z,
1895,1895,25,approved,2026-01-13T09:47:17.156Z,
1896,1896,26,approved,2026-01-12T17:51:43.389Z,Excellent performance
1897,1897,27,pending,,
1898,1898,28,pending,,
1899,1899,29,approved,2026-01-11T21:20:23.960Z,Excellent performance
1900,1900,30,approved,2026-01-13T00:48:52.302Z,Standard approval
1901,1901,31,approved,2026-01-12T10:46:04.928Z,Approved by manager
1902,1902,32,rejected,2026-01-13T22:59:46.117Z,Did not complete full shift
1903,1903,33,approved,2026-01-15T18:22:50.425Z,Standard approval
1904,1904,34,rejected,2026-01-14T03:46:17.664Z,Did not complete full shift
1905,1905,35,approved,2026-01-11T22:35:23.652Z,Late arrival noted
1906,1906,36,approved,2026-01-13T20:28:57.547Z,Excellent performance
1907,1907,37,approved,2026-01-15T05:55:40.859Z,Late arrival noted
1908,1908,38,approved,2026-01-12T08:01:54.571Z,
1909,1909,39,approved,2026-01-12T13:21:24.655Z,Late arrival noted
1910,1910,40,approved,2026-01-15T16:02:01.403Z,
1911,1911,41,approved,2026-01-15T08:56:07.497Z,
1912,1912,42,approved,2026-01-13T04:26:42.009Z,Late arrival noted
1913,1913,43,rejected,2026-01-15T03:24:17.004Z,Did not complete full shift
1914,1914,44,approved,2026-01-16T13:25:22.784Z,Excellent performance
1915,1915,45,approved,2026-01-13T18:58:45.189Z,Excellent performance
1916,1916,46,pending,,
1917,1917,47,pending,,
1918,1918,48,approved,2026-01-15T23:53:55.832Z,Approved by manager
1919,1919,49,approved,2026-01-15T20:47:09.020Z,
1920,1920,50,approved,2026-01-12T17:33:44.224Z,
1921,1921,51,approved,2026-01-14T12:29:45.575Z,Late arrival noted
1922,1922,52,rejected,2026-01-14T16:52:37.484Z,Did not complete full shift
1923,1923,53,approved,2026-01-15T09:55:04.257Z,Approved by manager
1924,1924,55,approved,2026-01-13T20:32:40.902Z,Excellent performance
1925,1925,56,approved,2026-01-13T21:43:13.231Z,Excellent performance
1926,1926,57,approved,2026-01-14T22:12:37.128Z,Excellent performance
1927,1927,58,approved,2026-01-14T18:23:49.424Z,Approved by manager
1928,1928,59,approved,2026-01-14T16:10:30.225Z,Excellent performance
1929,1929,60,approved,2026-01-16T09:33:25.657Z,
1930,1930,61,approved,2026-01-14T06:52:07.078Z,Excellent performance
1931,1931,62,approved,2026-01-12T20:48:37.498Z,Approved by manager
1932,1932,64,approved,2026-01-16T18:06:57.669Z,Standard approval
1933,1933,65,pending,,
1934,1934,66,approved,2026-01-13T07:08:16.010Z,Standard approval
1935,1935,67,approved,2026-01-12T05:59:37.968Z,
1936,1936,68,approved,2026-01-15T07:31:45.242Z,Approved by manager
1937,1937,69,approved,2026-01-11T21:40:58.958Z,Approved by manager
1938,1938,70,approved,2026-01-15T08:06:45.735Z,Excellent performance
1939,1939,71,approved,2026-01-14T00:41:20.279Z,Standard approval
1940,1940,72,approved,2026-01-12T16:58:24.378Z,Standard approval
1941,1941,73,approved,2026-01-14T15:33:36.968Z,Excellent performance
1942,1942,74,approved,2026-01-13T20:43:11.486Z,Late arrival noted
1943,1943,75,approved,2026-01-12T11:07:31.007Z,
1944,1944,77,approved,2026-01-12T22:48:09.942Z,Approved by manager
1945,1945,78,approved,2026-01-14T05:18:44.830Z,
1946,1946,79,approved,2026-01-14T10:54:02.891Z,Standard approval
1947,1947,80,approved,2026-01-12T22:38:07.441Z,Approved by manager
1948,1948,81,approved,2026-01-13T01:05:48.488Z,Standard approval
1949,1949,82,pending,,
1950,1950,83,approved,2026-01-16T04:17:26.351Z,Approved by manager
1951,1951,84,approved,2026-01-14T00:20:34.201Z,
1952,1952,85,approved,2026-01-15T19:41:56.730Z,Late arrival noted
1953,1953,86,approved,2026-01-16T00:07:16.275Z,
1954,1954,87,rejected,2026-01-14T17:39:23.808Z,Did not complete full shift
1955,1955,89,approved,2026-01-16T05:11:30.777Z,Late arrival noted
1956,1956,90,approved,2026-01-15T05:46:34.527Z,Approved by manager
1957,1957,91,pending,,
1958,1958,92,rejected,2026-01-15T17:53:04.356Z,Did not complete full shift
1959,1959,93,approved,2026-01-15T07:42:40.262Z,Excellent performance
1960,1960,94,approved,2026-01-14T21:15:04.632Z,Late arrival noted
1961,1961,95,approved,2026-01-12T16:07:05.029Z,Standard approval
1962,1962,96,pending,,
1963,1963,97,approved,2026-01-16T02:59:08.871Z,Standard approval
1964,1964,98,approved,2026-01-16T05:22:17.682Z,Standard approval
1965,1965,99,approved,2026-01-13T15:17:36.866Z,
1966,1966,100,pending,,
1967,1967,101,approved,2026-01-15T12:24:01.073Z,
1968,1968,102,approved,2026-01-15T10:13:33.412Z,
1969,1969,103,approved,2026-01-16T08:08:26.932Z,Approved by manager
1970,1970,104,approved,2026-01-15T08:30:18.690Z,Standard approval
1971,1971,105,approved,2026-01-13T10:25:32.220Z,Excellent performance
1972,1972,106,approved,2026-01-12T21:54:39.397Z,
1973,1973,107,approved,2026-01-16T12:43:28.256Z,
1974,1974,108,approved,2026-01-13T18:13:27.746Z,Standard approval
1975,1975,7,approved,2026-01-12T00:27:56.000Z,Approved by manager
1976,1976,8,pending,,
1977,1977,9,approved,2026-01-13T12:08:59.668Z,Excellent performance
1978,1978,10,approved,2026-01-14T14:54:33.456Z,
1979,1979,11,approved,2026-01-12T07:11:17.475Z,Excellent performance
1980,1980,14,approved,2026-01-16T10:05:32.939Z,
1981,1981,16,approved,2026-01-16T00:06:36.128Z,Late arrival noted
1982,1982,17,approved,2026-01-16T12:11:19.506Z,
1983,1983,18,approved,2026-01-13T15:35:50.017Z,Excellent performance
1984,1984,20,pending,,
1985,1985,21,approved,2026-01-12T00:46:09.155Z,
1986,1986,22,approved,2026-01-12T21:42:56.121Z,
1987,1987,23,approved,2026-01-14T03:15:54.553Z,Approved by manager
1988,1988,24,approved,2026-01-15T23:19:33.999Z,Approved by manager
1989,1989,25,pending,,
1990,1990,26,approved,2026-01-12T08:31:19.391Z,Excellent performance
1991,1991,27,pending,,
1992,1992,28,approved,2026-01-11T23:51:09.055Z,Approved by manager
1993,1993,29,approved,2026-01-12T12:10:39.979Z,Late arrival noted
1994,1994,30,approved,2026-01-13T19:59:42.139Z,Standard approval
1995,1995,31,approved,2026-01-16T08:54:09.397Z,Standard approval
1996,1996,32,approved,2026-01-11T19:28:40.572Z,Excellent performance
1997,1997,33,approved,2026-01-15T11:41:46.809Z,Standard approval
1998,1998,34,approved,2026-01-12T06:52:29.949Z,
1999,1999,35,approved,2026-01-14T06:14:50.579Z,Standard approval
2000,2000,36,approved,2026-01-13T02:03:51.454Z,Standard approval
2001,2001,37,pending,,
2002,2002,38,approved,2026-01-15T09:02:00.856Z,Approved by manager
2003,2003,39,pending,,
2004,2004,40,approved,2026-01-14T11:13:40.847Z,Late arrival noted
2005,2005,41,pending,,
2006,2006,42,pending,,
2007,2007,43,approved,2026-01-11T21:46:01.439Z,
2008,2008,44,approved,2026-01-12T20:53:59.177Z,
2009,2009,45,approved,2026-01-12T14:18:43.895Z,Excellent performance
2010,2010,46,rejected,2026-01-15T20:17:35.031Z,Did not complete full shift
2011,2011,47,pending,,
2012,2012,48,approved,2026-01-14T16:23:03.108Z,Excellent performance
2013,2013,49,approved,2026-01-14T09:45:35.116Z,Late arrival noted
2014,2014,50,approved,2026-01-12T15:47:50.737Z,
2015,2015,51,approved,2026-01-14T16:23:56.976Z,Standard approval
2016,2016,52,approved,2026-01-11T20:57:49.444Z,Standard approval
2017,2017,53,approved,2026-01-14T03:09:38.067Z,Excellent performance
2018,2018,55,approved,2026-01-11T19:05:33.109Z,Approved by manager
2019,2019,56,approved,2026-01-13T19:29:56.874Z,Excellent performance
2020,2020,57,approved,2026-01-12T20:43:02.131Z,
2021,2021,58,approved,2026-01-16T16:23:08.871Z,
2022,2022,59,approved,2026-01-16T09:12:59.615Z,Late arrival noted
2023,2023,60,approved,2026-01-13T05:25:50.031Z,Standard approval
2024,2024,61,approved,2026-01-14T17:18:02.333Z,Approved by manager
2025,2025,62,pending,,
2026,2026,64,approved,2026-01-15T07:22:12.622Z,Standard approval
2027,2027,65,approved,2026-01-14T02:56:47.669Z,Late arrival noted
2028,2028,66,approved,2026-01-13T13:04:12.918Z,Approved by manager
2029,2029,67,approved,2026-01-14T09:23:44.307Z,Standard approval
2030,2030,68,approved,2026-01-15T18:12:29.802Z,
2031,2031,69,approved,2026-01-12T00:20:44.125Z,Standard approval
2032,2032,70,rejected,2026-01-14T19:26:51.143Z,Did not complete full shift
2033,2033,71,pending,,
2034,2034,72,pending,,
2035,2035,73,rejected,2026-01-14T06:47:57.650Z,Did not complete full shift
2036,2036,74,approved,2026-01-16T10:40:53.808Z,Standard approval
2037,2037,75,approved,2026-01-14T12:36:48.468Z,
2038,2038,77,rejected,2026-01-15T19:22:30.416Z,Did not complete full shift
2039,2039,78,approved,2026-01-15T04:37:55.762Z,
2040,2040,79,pending,,
2041,2041,80,approved,2026-01-16T17:03:19.025Z,
2042,2042,81,approved,2026-01-12T17:02:17.506Z,Standard approval
2043,2043,82,approved,2026-01-15T02:02:45.024Z,Standard approval
2044,2044,83,rejected,2026-01-15T09:29:48.555Z,Did not complete full shift
2045,2045,84,approved,2026-01-15T05:51:10.906Z,Excellent performance
2046,2046,85,approved,2026-01-12T08:58:37.722Z,Late arrival noted
2047,2047,86,approved,2026-01-13T07:05:39.918Z,Approved by manager
2048,2048,87,approved,2026-01-16T01:09:08.771Z,
2049,2049,89,approved,2026-01-15T12:50:28.445Z,
2050,2050,90,approved,2026-01-14T19:04:32.453Z,
2051,2051,91,pending,,
2052,2052,92,approved,2026-01-13T22:08:15.318Z,Standard approval
2053,2053,93,approved,2026-01-16T04:23:37.124Z,
2054,2054,94,approved,2026-01-15T14:24:31.096Z,
2055,2055,95,approved,2026-01-15T15:10:46.638Z,Standard approval
2056,2056,96,approved,2026-01-13T11:26:03.647Z,Excellent performance
2057,2057,97,approved,2026-01-13T13:44:33.547Z,Standard approval
2058,2058,98,approved,2026-01-12T09:21:29.624Z,Late arrival noted
2059,2059,99,approved,2026-01-14T21:56:47.442Z,Approved by manager
2060,2060,100,approved,2026-01-15T18:06:54.286Z,Late arrival noted
2061,2061,101,approved,2026-01-12T07:48:36.068Z,
2062,2062,102,pending,,
2063,2063,103,rejected,2026-01-16T08:52:45.887Z,Did not complete full shift
2064,2064,104,approved,2026-01-12T20:56:01.554Z,Approved by manager
2065,2065,105,approved,2026-01-15T17:43:53.643Z,Late arrival noted
2066,2066,106,approved,2026-01-13T16:27:14.213Z,Approved by manager
2067,2067,107,approved,2026-01-15T16:30:47.579Z,
2068,2068,108,approved,2026-01-15T03:12:49.964Z,Approved by manager
2069,2069,7,approved,2026-01-16T18:00:17.325Z,Late arrival noted
2070,2070,8,approved,2026-01-12T10:11:57.095Z,Excellent performance
2071,2071,9,approved,2026-01-13T19:12:47.281Z,
2072,2072,10,approved,2026-01-14T17:51:55.410Z,Approved by manager
2073,2073,11,approved,2026-01-15T16:56:17.854Z,Standard approval
2074,2074,14,pending,,
2075,2075,16,pending,,
2076,2076,17,approved,2026-01-13T07:47:17.265Z,Excellent performance
2077,2077,18,approved,2026-01-14T05:12:39.711Z,Standard approval
2078,2078,20,approved,2026-01-13T09:08:19.538Z,
2079,2079,21,pending,,
2080,2080,22,approved,2026-01-16T08:19:26.112Z,Standard approval
2081,2081,23,approved,2026-01-12T05:40:29.822Z,Approved by manager
2082,2082,24,approved,2026-01-15T07:48:35.978Z,
2083,2083,25,approved,2026-01-14T16:39:48.900Z,Excellent performance
2084,2084,26,approved,2026-01-16T04:06:47.229Z,Excellent performance
2085,2085,27,approved,2026-01-12T15:50:21.248Z,Standard approval
2086,2086,28,approved,2026-01-11T22:09:46.721Z,Standard approval
2087,2087,29,approved,2026-01-12T19:04:12.650Z,Standard approval
2088,2088,30,approved,2026-01-12T18:48:47.323Z,Excellent performance
2089,2089,31,approved,2026-01-12T05:54:21.916Z,Approved by manager
2090,2090,32,approved,2026-01-16T09:59:51.126Z,Excellent performance
2091,2091,33,approved,2026-01-12T19:25:45.357Z,
2092,2092,34,pending,,
2093,2093,35,approved,2026-01-11T22:51:46.695Z,Standard approval
2094,2094,36,approved,2026-01-13T10:24:56.827Z,Excellent performance
2095,2095,37,pending,,
2096,2096,38,approved,2026-01-12T07:47:58.768Z,Approved by manager
2097,2097,39,approved,2026-01-15T00:15:40.785Z,Standard approval
2098,2098,40,approved,2026-01-11T20:57:29.349Z,Standard approval
2099,2099,41,approved,2026-01-14T00:12:08.984Z,Late arrival noted
2100,2100,42,approved,2026-01-14T12:04:30.787Z,
2101,2101,43,pending,,
2102,2102,44,approved,2026-01-12T14:48:50.357Z,Late arrival noted
2103,2103,45,approved,2026-01-14T00:50:56.269Z,Excellent performance
2104,2104,46,approved,2026-01-15T15:29:45.906Z,Excellent performance
2105,2105,47,approved,2026-01-12T23:10:16.634Z,Excellent performance
2106,2106,48,approved,2026-01-15T15:26:31.261Z,
2107,2107,49,approved,2026-01-15T10:51:11.977Z,Excellent performance
2108,2108,50,approved,2026-01-14T15:34:26.105Z,Standard approval
2109,2109,51,approved,2026-01-14T11:10:47.432Z,
2110,2110,52,approved,2026-01-14T08:48:22.275Z,Standard approval
2111,2111,53,approved,2026-01-13T16:00:04.229Z,Late arrival noted
